ghsa_stn|riv_basin|country|agency|state|agency_id|site_name|district|site_type1|agency_area|river|site_type2|agency_lat|agency_lon|basinShort|basinCode|hydrosh_pf|ghsa_locchk|ghsa_rivchk|ghsa_lmark|ghsa_lmark_lat|ghsa_lmark_lon|ghsa_lmark_dist|ghsa_reloc|ghsa_lat|ghsa_lon|ghsa_area|hydro_area|merit_lat|merit_lon|merit_area|disc_agency|disc_merit|ghsa_netchk|merit_netchk|qc1|qc2|qc3|qc4|qc5|qc6|ghsa_group
NP-gang_shisa|Ganga|NP|DHM||438|Shisaghat|||858|Madi||28.1|84.2333|gang|x2A|PF12-4121462790|||GM, Sishaghat town west|28.09537|84.22462|0.99|0.3071|28.10208|84.23124|889.9|882|28.10001|84.22917|851.4|3.7|4.5|||1|1|1|1|1|1|G1
NP-gang_shyam|Ganga|NP|DHM||510|Shyamdado|||3|Sialmati||27.7694|85.4194|gang|x2A|PF12-4120839630|||no landmark found||||0.1086|27.7687|85.41863|1.5|1|27.76919|85.42083|2.8|-50|-46.4|||0|1|1|1|0|1|G4
NP-gang_simle|Ganga|NP|DHM||606|Simle|||30380|Arun||26.9283|87.1544|gang|x2A|PF12-4120863950|||GM, Simle landmark nearby|26.92686|87.15317|0.2|0.2314|26.92702|87.15624|30022.1|30066.5|26.92751|87.155|29707.1|-1.2|1.1|||1|1|1|1|1|1|G1
NP-gang_sund1|Ganga|NP|DHM||505|Sundarijal|||17|Bagmati||27.7803|85.4267|gang|x2A|PF12-4120839630|||GM, Sundarijal dam south|27.77258|85.42555|0.87|0.4001|27.78129|85.42279|15.5|14.1|27.78082|85.42417|14|-8.8|10.7|||0|1|1|1|1|1|G4
NP-gang_sund2|Ganga|NP|DHM||507|Sundarijal|||13|Nagmati||27.7772|85.4389|gang|x2A|PF12-4120839630|||GM, Sundarijal dam nearby|27.77261|85.42671|1.3|0.0808|27.77682|85.4396|11.4|10.3|27.77669|85.44002|12.7|-12.3|-10.2|||0|1|1|1|1|1|G4
NP-gang_tikab|Ganga|NP|DHM||540|Tika Bhairab|||43|Nakhukhola||27.575|85.3139|gang|x2A|PF12-4120843950|||GM, Tikabhairav police station nearby|27.57407|85.31208|0.21|0.2443|27.57289|85.31459|37.6|36.5|27.57587|85.31249|42.2|-12.6|-10.9|||0|1|1|1|1|1|G4
NP-gang_tumli|Ganga|NP|DHM||602|Tumlingtar|||375|Sabayakhola||27.31|87.2125|gang|x2A|PF12-4120851830|||GM, Tumlingtar town north west|27.31713|87.1971|1.72|0.2105|27.31041|87.21458|395.2|396.1|27.30989|87.2125|392.1|5.4|0.8|||1|1|1|1|1|1|G1
NP-gang_turki|Ganga|NP|DHM||604.5|Turkighat|||28200|Arun||27.3333|87.1917|gang|x2A|PF12-4120851690|||GM, Turkeghat town south|27.31248|87.1862|2.38|0.3229|27.33112|87.18954|27768.5|27775.1|27.33249|87.18834|27418.8|-1.5|1.3|||1|1|1|1|1|1|G1
NP-gang_uwaga|Ganga|NP|DHM||600.1|Uwagaun|||26750|Arun||27.5892|87.3394|gang|x2A|PF12-4120842830|||OSM, Uwa town north|27.60662|87.34019|1.94|0.3943|27.58956|87.33542|26222.1|26256.9|27.59087|87.33672|25907.8|-2|1.2|||1|1|1|1|1|1|G1
IN-goda_allam|Godavari|IN|CWC|Telangana|CW1GDL001209|Allamvari Ghanpur|Warangal|HO|1537|Jampanavagu|GD|18.3861|80.3917|goda|x03|PF12-4121070510|||GM, Allamvarighanpuram town nearby|18.39126|80.39354|0.61|0.7619|18.38958|80.39792|1609.2|1606.6|18.38665|80.39252|1557.1|4.7|3.3|||1|1|1|1|1|1|G1
IN-goda_ambab|Godavari|IN|CWC|Chhattisgarh|CW1IND000676|Ambabal|Bastar|HO|1968|Godavari/ Indravati/Narangi|GD|19.2967|81.7889|goda|x03|PF12-4121056660|||GM, Badeamawal town nearby|19.30108|81.79818|1.09|0.1474|19.29786|81.78958|1904.9|1905.6|19.29667|81.78917|1906.1|-3.2|-0.1|||1|1|1|1|1|1|G1
IN-goda_ambga|Godavari|IN|CWC|Maharashtra|CW1WEI001013|Ambgaon (Bagdi)|Bhandara|HO|2150|Godavari/Pranhita/Wainganga/Chulband|GDSQ|20.7783|79.8514|goda|x03|PF12-4121034180|||GM, Bhagadi town west|20.77459|79.83566|1.69|0.1505|20.7771|79.85207|2457.8|2461|20.77833|79.85249|2439.5|14.3|0.8|||1|1|1|1|1|1|G2
IN-goda_ankus|Godavari|IN|CWC|Telangana|CW1PRA000894|Ankushapur|Warangal|HO|2315|Salivagu|GD|18.3528|79.5547|goda|x03|PF12-4121069370|||GM, Ankushapur town south east|18.3344|79.64819|10.08|8.9631|18.35625|79.63955|2331.9|2335.1|18.35502|79.63667|2332.8|0.7|0|||1|1|1|1|1|1|G3
IN-goda_asega|Godavari|IN|CWC|Maharashtra|CW1WAR000919|Asegaon|Washim|HO|2900|Godavari/Pranhita/Wardha/Penganga|G|20.0336|76.9583|goda|x03|PF12-4121044000|||GM, Asegaon Pen nearby|20.03203|76.95391|0.49|0.2977|20.03544|76.95623|2732.8|2739|20.03416|76.95914|2762.5|-5.8|-1.1|||1|1|1|1|1|1|G1
IN-goda_ashti|Godavari|IN|CWC|Maharashtra|CW1WEI000065|Ashti|Gadchiroli|HO|50990|Godavari/Pranhita/Wainganga|GDSQ|19.6867|79.7856|goda|x03|PF12-4121051450|||GM, Ashti town nearby|19.68836|79.79909|1.42|0.1491|19.68537|79.78542|51322.2|51454.7|19.68667|79.78583|51339.1|0.7|0|||1|1|1|1|1|1|G1
IN-goda_bakha|Godavari|IN|CWC|Madhya Pradesh|CW1WEI000961|Bakhari|Seoni|HO|1200|Godavari/Pranhita/Wainganga|GDSQ|22.3244|79.4678|goda|x03|PF12-4120998800|||GM, Bakhari town west|22.32539|79.44647|2.2|0.191|22.32293|79.46876|1064.4|1064.5|22.32417|79.46834|1063.4|-11.3|0.1|||1|1|1|1|1|1|G2
IN-goda_balag|Godavari|IN|CWC|Madhya Pradesh|CW1WEI000539|Balaghat|Balaghat|FF|8100|Godavari/Pranhita/Wainganga|G|21.8053|80.175|goda|x03|PF12-4121015420|||GM, Balaghat town nearby|21.81144|80.18118|0.93|0.8461|21.79793|80.17704|8544.6|8564.9|21.79668|80.17331|8504.8|5.5|0.5|||1|1|1|1|1|1|G1
IN-goda_balim|Godavari|IN|CWC|Odisha|CW1GDL001295|Balimela Dam|MalakangirI|HO|4910|Machkund|G|18.3081|82.2561|goda|x03|PF12-4121074930|on Sileru river (also known as Machkund, Wikipedia)||GM, Balimela town south east|18.1399|82.12195|23.46|21.9114|18.16041|82.11875|4892.8|4906.4|18.14086|82.12085|4916.1|-0.4|-0.5|||1|1|1|1|1|1|G3
IN-goda_bamni|Godavari|IN|CWC|Maharashtra|CW1WAR000072|Bamni|Chandrapur|HO|46020|Godavari/Pranhita/Wardha|GDSQ|19.8139|79.3794|goda|x03|PF12-4121048370|||GM, Bamni town north|19.8355|79.3785|2.4|0.2088|19.81458|79.38126|46181.9|46310|19.81333|79.37919|46156.6|0.4|0.1|||1|1|1|1|1|1|G1
IN-goda_betmo|Godavari|IN|CWC|Maharashtra|CW1MAJ000755|Betmogrra|Nanded|HO|2105|Godavari/Manjira/Manar|GD|18.705|77.545|goda|x03|PF12-4121065410|||GM, Betmogra town nearby|18.70518|77.53487|1.07|0.6125|18.71038|77.54375|2087.8|2093.9|18.705|77.54583|2079.2|-0.8|0.4|||1|1|1|1|1|1|G1
IN-goda_bhadr|Godavari|IN|CWC|Telangana|CW1GDL000347|Bhadrachalam|Khammam|HO/FF|280505|Godavari|GDQ|17.6681|80.8772|goda|x03|PF12-4121080270|||GM, Bhadrachalam town nearby|17.66864|80.89172|1.54|0.0721|17.66874|80.87709|277075.3|277891.7|17.66833|80.87666|277130.3|-1.2|0|||1|1|1|1|1|1|G1
IN-goda_bhagw|Godavari|IN|CWC|Maharashtra|CW1WEI001020|Bhagwanpur (Kurkheda)|Gadchiroli|HO|275|Godavari/Pranhita/Sati|G|20.4578|80.0944|goda|x03|PF12-4121038310|||GM, Bhagwanpur town north east|20.53003|80.13293|8.98|2.1935|20.45208|80.11455|821.4|822.8|20.4525|80.11416|818.7|198.7|0.3|||1|1|1|1|1|1|G3
IN-goda_bhain|Godavari|IN|CWC|Telangana|CW1GDM000733|Bhainsa|Adilabad|HO/FF|1500|Godavari/ Suddha Vagu|G|19.0989|77.9606|goda|x03|PF12-4121059620|Suddavagu reservoir nearby||GM, Bhainsa town nearby|19.10714|77.96042|0.92|0.1126|19.0979|77.96043|694.3|696|19.09834|77.96|700.7|-53.7|-0.9|||1|1|1|1|1|1|G3
IN-goda_bhand|Godavari|IN|CWC|Maharashtra|CW1WEI000531|Bhandara|Bhandara|FF|20435|Godavari/Pranhita/Wainganga|G|21.15|79.6672|goda|x03|PF12-4121026130|||GM, Bhandara town nearby|21.16057|79.65214|1.95|0.2811|21.15208|79.66874|20830.6|20873|21.14918|79.66751|20827.3|1.9|0|||1|1|1|1|1|1|G1
IN-goda_bhatp|Godavari|IN|CWC|Telangana|CW1PRA000645|Bhatpalli|Kumrambhim|HO|3100|Godavari/Pranhita/Peddavagu|GDSQ|19.3303|79.5042|goda|x03|PF12-4121560080|||GM, Bhatpalle town nearby|19.33962|79.50366|1.04|0.2396|19.33125|79.50625|3152.8|3144.5|19.33001|79.505|3171.9|1.7|-0.6|||1|1|1|1|1|1|G1
IN-goda_bhisn|Godavari|IN|CWC|Maharashtra|CW1WAR001134|Bhisnur|Wardha|HO|5000|Godavari/Pranhita/Wardha|G|21.1072|78.1331|goda|x03|PF12-4121027050|||GM, Bhishnur town nearby|21.1167|78.13588|1.1|0.2647|21.10625|78.13544|4938.6|4949.9|21.10747|78.13166|4941.6|-1.2|-0.1|||1|1|1|1|1|1|G1
IN-goda_bichu|Godavari|IN|CWC|Madhya Pradesh|CW1WEI000905|Bichubagu|Chindwara|HO|325|Godavari/Pranhita/Sobhana|GD|21.6978|78.8592|goda|x03|PF12-4121014440||unable to verify|GM, Bichuwa Baggu town nearby|21.70129|78.86494|0.71|0.1245|21.6979|78.8604|515.7|517.2|21.69749|78.85918|513.8|58.7|0.4|||1|1|1|1|1|0|G4
IN-goda_binax|Godavari|IN|CWC|Maharashtra|CW1WEI001054|Bina|Nagpur|HO|10700|Godavari/Pranhita/Wainganga/Kanhan|G|21.2658|79.1692|goda|x03|PF12-4121023440|||GM, Bina town nearby|21.26513|79.16485|0.46|0.4076|21.26461|79.17292|10047|10073|21.26583|79.17167|10091.9|-6.1|-0.4|||1|1|1|1|1|1|G1
IN-goda_cherr|Godavari|IN|CWC|Chhattisgarh|CW1IND000745|Cherribeda|Bastar|HO|890|Godavari/Indravati/Bardh  a|GD|19.6464|81.4861|goda|x03|PF12-4121052160|on Boroda river||GM, Chheribeda town nearby|19.64913|81.47494|1.21|0.1857|19.64793|81.48539|1009.7|1010.1|19.64584|81.48583|1018.8|13.4|-0.9|||1|1|1|1|1|1|G2
IN-goda_chind|Godavari|IN|CWC|Chhattisgarh|CW1IND000228|Chindnar|Dantewara|HO|17270|Godavari/Indravati|GDQ|19.0794|81.3011|goda|x03|PF12-4121059320|||GM, Chhindnar town south|19.06786|81.30657|1.41|0.2296|19.08125|81.30207|17890.1|17932.6|19.08001|81.30167|17880.7|3.6|0.1|||1|1|1|1|1|1|G1
IN-goda_deglo|Godavari|IN|CWC|Maharashtra|CW1MAJ000383|Degloor|Nanded|HO|1900|Godavari/Manjira/Lendi|GD|18.5622|77.5831|goda|x03|PF12-4121564470|||GM, Degloor town nearby|18.54728|77.57629|1.81|0.2801|18.56041|77.58123|1900.1|1898.1|18.5625|77.58333|1874.2|0|1.4|||1|1|1|1|1|1|G1
IN-goda_dhale|Godavari|IN|CWC|Maharashtra|CW1GDM000071|Dhalegaon|Parbhani|HO|30840|Godavari|GDSQ|19.2203|76.3633|goda|x03|PF12-4121561360|||GM, Dhalegaon town nearby|19.22436|76.36729|0.62|0.2256|19.21867|76.36458|30653.4|30737.9|19.21998|76.36333|30616.3|-0.6|0.1|||1|1|1|1|1|1|G1
IN-goda_dhan1|Godavari|IN|CWC|Maharashtra|CW1WEI001141|Dhanora (Katani)|Gatchiroli|HO|250|Godavari/Pranhita/Wardha|G|20.27|80.3225|goda|x03|PF12-4121040220||on Kathani river|GM, Dhanora town west|20.27125|80.30816|1.5|2.2327|20.28961|80.3271|296.4|297.2|20.28999|80.32335|298|18.6|-0.5|||1|1|1|1|1|0|G4
IN-goda_dhan2|Godavari|IN|CWC|Maharashtra|CW1WAR001035|Dhanora (Wardha)|Chandrapur|HO|22100|Godavari/Pranhita/Wardha|GD|19.8636|79.0906|goda|x03|PF12-4121046500|uncertain location; too close to Mungoli station||GM, Dhanora town north east|19.90823|79.18308|10.87|10.6167|19.90621|79.18146|44351.6|44474.5|19.90501|79.18166|44325.5|100.7|0.1|||1|1|1|0|1|1|G4
IN-goda_dharn|Godavari|IN|CWC|Maharashtra|CW1GDU000494|Dharna Dam|Nasik|HO/FF|404|Godavari/Dharna|G|19.8061|73.7467|goda|x03|PF12-4121047920|||GM, Darna dam nearby|19.8061|73.7467|0|0.5465|19.80205|73.74374|378.8|379.7|19.80749|73.7475|392.4|-6.2|-3.5|||1|1|1|1|1|1|G1
IN-goda_dowla|Godavari|IN|CWC|Andhra Pradesh|CW1GDL000348|Dowlaiswaram|East Godavari|FF|311150|Godavari|G|16.9383|81.7825|goda|x03|PF12-4121089320|||GM, Dowleswaram Barrage nearby|16.93588|81.75203|3.25|3.8023|16.95626|81.75208|307979.4|308898.7|16.9375|81.75915|307662.6|-1|0.1|||1|1|1|1|1|1|G1
IN-goda_dumma|Godavari|IN|CWC|Telangana|CW1GDL000325|Dummagudem|Khammam|HO/FF|279745|Godavari|G|17.8372|80.8861|goda|x03|PF12-4121078370|||GM, Dummugudem town nearby|17.85351|80.88762|1.82|0.5529|17.83533|80.88126|276443.8|277257.6|17.83667|80.88333|276496.8|-1.2|0|||1|1|1|1|1|1|G1
IN-goda_elchi|Godavari|IN|CWC|Telangana|CW1GDL001208|Elchireddyp alli|Kottagudem|HO|461|Peddavagu|G|18.6411|80.7139|goda|x03|PF12-4121074910||unable to verify|GM, Elchireddy Palli town south|18.06874|80.72621|63.66|65.1042|18.05629|80.74375|504.2|505.8|18.05585|80.74499|453.6|9.4|11.2|||1|1|1|1|1|0|G4
IN-goda_eturu|Godavari|IN|CWC|Telangana|CW1PRA000667|Eturunagaram|Warangal|HO/FF|270600|Godavari|G|18.6203|79.8042|goda|x03|PF12-4121070450|||GM, Eturnagaram town east|18.33958|80.42051|72.1|74.4651|18.37291|80.46041|267955.4|268743.8|18.36001|80.46667|268055.9|-1|0|||1|1|1|1|1|1|G3
IN-goda_gandl|Godavari|IN|CWC|Telangana|CW1PRA000643|Gandlapet|Nizamabad|HO|1360|Godavari/Peddavagu|GDQ|18.8289|78.4367|goda|x03|PF12-4121063120|||GM, Gandlapet town nearby|18.82486|78.44154|0.68|0.2431|18.82708|78.43542|1406.4|1410.1|18.82835|78.43581|1398.1|3.4|0.6|||1|1|1|1|1|1|G1
IN-goda_ganes|Godavari|IN|CWC|Madhya Pradesh|CW1WEI000930|Ganeshganj|Seoni|HO|630|Godavari/Pranhita/Bijna|G|22.5047|79.5708|goda|x03|PF12-4121535120|||GM, Ganeshganj town nearby|22.51027|79.58299|1.4|0.2777|22.50625|79.57292|237.6|224.7|22.50503|79.57167|219.8|-62.3|8.1|||1|1|1|1|1|1|G3
IN-goda_gang1|Godavari|IN|CWC|Maharashtra|CW1GDM000407|Gangakhed W/L Station|Parbhani|HO/FF|33934|Godavari|G|18.9789|76.7547|goda|x03|PF12-4121060270|||GM, Gangakhed town nearby|18.9688|76.74998|1.23|0.3043|18.98124|76.7562|33618.8|33713.8|18.97917|76.755|33579.6|-0.9|0.1|||1|1|1|1|1|1|G1
IN-goda_gang2|Godavari|IN|CWC|Maharashtra|CW1GDU000473|Gangapur Dam|Nasik|HO/FF|357.4|Godavari|G|20.04|73.6794|goda|x03|PF12-4121043970|||GM, Gangapur Dam nearby|20.04726|73.67958|0.81|0.5457|20.03541|73.68125|353.4|353.6|20.03745|73.68166|366.5|-1.1|-3.6|||1|1|1|1|1|1|G1
IN-goda_garmi|Godavari|IN|CWC|Telangana|CW1PRA001225|Garmilapali|Warangal|HO|782|Morenchavagu|GD|18.4461|79.7039|goda|x03|PF12-4121068980||unable to verify|GM, Garimillapalli town nearby|18.43722|79.70996|1.18|0.3189|18.44788|79.70627|788.7|788.3|18.44665|79.70501|797.5|0.9|-1.1|||1|1|1|1|1|1|G1
IN-goda_ghugu|Godavari|IN|CWC|Maharashtra|CW1WAR000084|Ghugus|Chandrapur|HO|21429|Godavari/Pranhita/Wardha|G|19.9472|79.0892|goda|x03|PF12-4121045630|||GM, Ghugus town east|19.94083|79.11363|2.65|0.0889|19.94791|79.08959|19832.9|19886.5|19.9475|79.08917|19715.9|-7.4|0.6|||1|1|1|1|1|1|G1
IN-goda_grbri|Godavari|IN|CWC|Maharashtra|CW1GDM000358|G.R.Bridge|Parbhani|HO|33934|Godavari|GDQ|19.0217|76.7292|goda|x03|PF12-4121060530|||GM, Gangakhed Rd Bridge nearby|19.02196|76.72551|0.39|0.2538|19.02292|76.73124|33368.4|33468|19.02167|76.73|33323.9|-1.7|0.1|||1|1|1|1|1|1|G1
IN-goda_hivra|Godavari|IN|CWC|Maharashtra|CW1WAR000647|Hivra|Wardha|HO|10240|Godavari/Pranhita/Wardha|GDSQ|20.5472|78.3247|goda|x03|PF12-4121036500|||GM, Hiwara town nearby|20.54245|78.32547|0.53|0.1986|20.54791|78.32295|10225.6|10211.5|20.5475|78.32416|10165.4|-0.1|0.6|||1|1|1|1|1|1|G1
IN-goda_jagda|Godavari|IN|CWC|Chhattisgarh|CW1IND000091|Jagdalpur|Bastar|HO/FF|7380|Godavari/Indravati|GDSQ|19.1081|82.0228|goda|x03|PF12-4121059170|||GM, Jagdalpur town nearby|19.08887|82.02047|2.15|0.2569|19.11041|82.02286|7273|7291.7|19.10832|82.0225|7232.5|-1.4|0.6|||1|1|1|1|1|1|G1
IN-goda_jaikw|Godavari|IN|CWC|Maharashtra|CW1GDM000368|Jaikwadi Dam|Aurangabad|FF|22410|Godavari|G|19.4872|75.3711|goda|x03|PF12-4121053330|||GM, Jayakwadi dam nearby|19.48224|75.36957|0.57|0.2735|19.48542|75.3729|22138.1|22202.1|19.48416|75.37166|22166|-1.2|-0.1|||1|1|1|1|1|1|G1
IN-goda_jalap|Godavari|IN|CWC|Odisha|CW1GDL001321|Jalaput Dam|Koraput|HO|1963|Sabari|G|18.4531|82.5461|goda|x03|PF12-4121068110||unable to verify|GM, Jalaput Reservoir nearby|18.4531|82.5461|0|0.3979|18.45624|82.54791|1956.6|1960.2|18.45418|82.54666|1966.6|-0.3|-0.5|||1|1|1|1|1|1|G1
IN-goda_janep|Godavari|IN|CWC|Telangana|CW1GDM001175|Janepally|Nizamabad|HO|578|Manjeera|GD|18.8111|78.0653|goda|x03|PF12-4121061760||on Phulang Vagu river|GM, Jannepally town nearby|18.81182|78.064|0.16|0.3722|18.81041|78.06876|598.3|596.3|18.81167|78.065|575.9|3.5|3.9|||1|1|1|1|1|1|G1
IN-goda_janwa|Godavari|IN|CWC|Karnataka|CW1MAJ001226|Janwada|Bidar|HO|14718|Manjeera|GD|17.0325|77.4725|goda|x03|PF12-4121567580|||GM, Janwada town north|18.00447|77.47814|108.08|110.5928|18.02705|77.48125|14669.4|14712.7|18.0225|77.48166|14789.9|-0.3|-0.8|||1|1|1|1|1|1|G3
IN-goda_jeera|Godavari|IN|CWC|Odisha|CW1GDL001280|Jeeraguda|Koraput|HO|1468|Kolab|GD|18.9492|82.4056|goda|x03|PF12-4121061050|CWC site nearby||GM, Jiraguda town south west|18.93499|82.39482|1.94|0.155|18.94794|82.40623|2510.7|2514.5|18.94917|82.40584|2504.9|71|0.2|||1|1|1|1|1|1|G3
IN-goda_jhilm|Godavari|IN|CWC|Madhya Pradesh|CW1WEI001158|Jhilmili|Chindwara|HO|975|Godavari/Pranhita/Pench/Kanhan|G|22.0467|79.1619|goda|x03|PF12-4121539980|||GM, Jhilmili town nearby|22.04694|79.15455|0.76|0.2056|22.04793|79.16041|1848.5|1845.1|22.04666|79.1625|1853.2|89.6|-0.3|||1|1|1|1|1|1|G3
IN-goda_jogis|Godavari|IN|CWC|Maharashtra|CW1WEI000920|Jogisakhra|Gadchiroli|HO|250|Godavari/Pranhita/Wainganga/Gadvi|GD|20.3819|79.9708|goda|x03|PF12-4121553080|||GM, Jogisakhara town north east|20.49542|80.03399|14.24|1.0874|20.38113|79.9604|43239.5|43351.6|20.38171|79.96|43273.2|17195.8|-0.1|||1|1|1|1|1|1|G3
IN-goda_kales|Godavari|IN|CWC|Telangana|CW1PRA000665|Kaleswaram|Karimnagar|HO/FF|226970|Godavari|G|18.8139|79.9189|goda|x03|PF12-4121563190|||GM, Kaleshwaram town nearby|18.81329|79.90824|1.12|0.4605|18.81461|79.91459|224438|225092.8|18.81419|79.91666|224605|-1.1|-0.1|||1|1|1|1|1|1|G1
IN-goda_kamga|Godavari|IN|CWC|Telangana|CW1WAR000931|Kamgarpur|Adilabad|HO|21741|Godavari/Pranhita/Penganga|GD|19.7817|78.7619|goda|x03|PF12-4121557130|||GM, Kamgarpur town south east|19.7697|78.77586|1.98|0.5843|19.77709|78.76458|22278.7|22338.9|19.775|78.76416|22334.6|2.5|-0.3|||1|1|1|1|1|1|G1
IN-goda_kanha|Godavari|IN|CWC|Maharashtra|CW1WAR000716|Kanhargaon|Hingoli|HO|3515|Godavari/Pranhita/Wardha/Penganga|GD|19.9611|77.1481|goda|x03|PF12-4121555550|||GM, Kanhergaon town nearby|19.95712|77.14761|0.45|0.0793|19.96041|77.14791|3481|3487.4|19.96167|77.1475|3511.7|-1|-0.9|||1|1|1|1|1|1|G1
IN-goda_kanur|Godavari|IN|CWC|Andhra Pradesh|CW1GDL001236|Kanuru Agraharam|West Godavari|HO|149|Vasista|GD|16.8175|81.7511|goda|x03|PF12-4121575280||unable to verify|GM, Kanuru Agraharam nearby|16.83082|81.7534|1.5|0.5606|16.81864|81.75623||97.6|16.81752|81.7575|48.7|-1000000|-1000000|unreliable network|complex river network|1|0|0|1|1|0|G4
IN-goda_kapsi|Godavari|IN|CWC|Maharashtra|CW1WAR001023|Kapsi|Wardha|HO|11438|Godavari/Pranhita/Wardha|G|20.4417|78.5936|goda|x03|PF12-4121038150|||GM, Kapsi town nearby|20.43527|78.59783|0.84|1.1621|20.43125|78.59376|10932.3|10961.9|20.43169|78.59498|10912.1|-4.4|0.2|||1|1|1|1|1|1|G1
IN-goda_keola|Godavari|IN|CWC|Madhya Pradesh|CW1WEI000648|Keolari|Seoni|HO|2970|Godavari/Pranhita/Wainganga|GDQ|22.3819|79.9|goda|x03|PF12-4120998310|||GM, Keolari town nearby|22.37155|79.90655|1.33|0.2251|22.38124|79.89793|3024.8|3028.7|22.38167|79.9|3022.1|1.8|0.1|||1|1|1|1|1|1|G1
IN-goda_kerla|Godavari|IN|CWC|Chhattisgarh|CW1GDL000983|Kerlapal|Bastar|HO|766|Malenger|GD|18.2967|81.5725|goda|x03|PF12-4121071620||on Sabari river|GM, Kerlapal town north east|18.31354|81.59234|2.81|0.1409|18.2979|81.57293|764.9|767.1|18.29668|81.575|766.2|-0.1|-0.2|||1|1|1|1|1|1|G1
IN-goda_kiwai|Godavari|IN|CWC|Chhattisgarh|CW1IND000743|Kiwaibalenga|Bastar|HO|910|Godavari/Indravati/Bawardhi|GD|19.6397|81.54|goda|x03|PF12-4121052170|on Baordhig river||GM, Kivaibale town nearby|19.64604|81.53997|0.7|0.397|19.63961|81.54379|1529.7|1531.6|19.63918|81.54583|1529.8|68.1|0|||1|1|1|1|1|1|G3
IN-goda_koida|Godavari|IN|CWC|Telangana|CW1GDL000329|Koida|Khammam|HO|305460|Godavari|G|17.4875|81.3875|goda|x03|PF12-4121570860|||GM, Koida town south west|17.4739|81.37672|1.9|0.3211|17.48542|81.3854|304193.8|305097.8|17.48667|81.385|304318.5|-0.4|0|||1|1|1|1|1|1|G1
IN-goda_kokri|Godavari|IN|CWC|Madhya Pradesh|CW1WEI001036|Kokriwada|Chindwara|HO|2000|Godavari/Pranhita/Pench/Kanhan|GDSQ|21.9036|79.2322|goda|x03|PF12-4121008540|||GM, Kokiwada town south east|21.89154|79.25357|2.58|0.6388|21.89792|79.23127|3239.2|3243.9|21.89829|79.23252|3261.1|62|-0.7|||1|1|1|1|1|1|G3
IN-goda_konta|Godavari|IN|CWC|Chhattisgarh|CW1GDL000075|Konta|Dantewara|HO|19550|Godavari/Sabari|GDSQ|17.7989|81.3928|goda|x03|PF12-4121078750|||GM, Konta town north west|17.80931|81.38478|1.44|0.1586|17.79779|81.39374|20244.8|20303.4|17.79916|81.39251|20289.2|3.6|-0.2|||1|1|1|1|1|1|G1
IN-goda_koper|Godavari|IN|CWC|Maharashtra|CW1GDU000403|Kopergaon|Ahmednagar|HO/FF|6840|Godavari|GDSQ|19.8783|74.4819|goda|x03|PF12-4121046230|||GM, Kopargaon town nearby|19.88473|74.47614|0.93|0.1581|19.87704|74.4812|7021.8|7034.2|19.87833|74.4825|7012.1|2.7|0.1|||1|1|1|1|1|1|G1
IN-goda_kosag|Godavari|IN|CWC|Odisha|CW1IND000746|Kosagumda|Nowrangpur|HO|1635|Godavari/Indravati/Baskal|GD|19.2772|82.2333|goda|x03|PF12-4121058850|||GM, Kosagumuda town nearby|19.27536|82.24144|0.88|0.2227|19.27711|82.23542|1654.2|1657|19.2775|82.23333|1651|1.2|0.2|||1|1|1|1|1|1|G1
IN-goda_kotha|Godavari|IN|CWC|Andhra Pradesh|CW1GDL001237|Kothapalle|East Godavari|HO|307|Sileru|GD|17.8267|81.5542|goda|x03|PF12-4121078040|||GM, Kothapalle town nearby|17.82223|81.54299|1.29|0.2113|17.82706|81.55616|6408.7|6424.5|17.82582|81.55499|6434.4|1987.5|-0.4|||1|1|1|1|1|1|G3
IN-goda_kumha|Godavari|IN|CWC|Madhya Pradesh|CW1WEI000649|Kumhari|Balaghat|HO|8070|Godavari/Pranhita/Wainganga|GDSQ|21.8842|80.175|goda|x03|PF12-4121541200|||GM, Kumhari town nearby|21.88187|80.18321|0.89|0.2518|21.8854|80.17707|8376.9|8393.6|21.8842|80.175|8351.6|3.8|0.3|||1|1|1|1|1|1|G1
IN-goda_kunav|Godavari|IN|CWC|Andhra Pradesh|CW1GDL000440|Kunavaram|Khammam|HO/FF|284880|Godavari|G|17.5731|81.25|goda|x03|PF12-4121081310|||GM, Kunavaram town nearby|17.57618|81.25357|0.51|0.5316|17.56875|81.24792|282072.2|282909|17.56577|81.24667|282170.4|-1|0|||1|1|1|1|1|1|G1
IN-goda_kuntu|Godavari|IN|CWC|Andhra Pradesh|CW1GDL001282|Kunturla|Vishakhapatna m|HO|713|Machkund|GD|18.1992|82.6503|goda|x03|PF12-4121071290|upstream portion of Sileru which is also called Machkund||GM, Kunthurla village nearby|18.19324|82.66183|1.39|0.2365|18.19791|82.65208|709.5|709|18.19917|82.64917|714.9|-0.5|-0.8|||1|1|1|1|1|1|G1
IN-goda_lasur|Godavari|IN|CWC|Maharashtra|CW1GDU000737|Lasur|Aurangabad|HO|1330|Godavari/Shiv|G|19.9367|74.9856|goda|x03|PF12-4121046370|on Shivna or Shivana river||GM, Lasur Gaon town nearby|19.94207|74.98509|0.6|0.1602|19.93527|74.98541|1214|1215.9|19.93667|74.98584|1203.7|-8.7|0.9|||1|1|1|1|1|1|G1
